title,authors,publication_year,num_pages,average_rating
Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky/John R. Perry,2005,368,3.15
Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,1993,68,3.99
Monkey Business,Sarah Mlynowski,2004,392,3.67
Liar's Poker,Michael   Lewis,1990,256,4.15
Liar's Poker: A Harry Garnish Mystery,Frank McConnell,1993,214,3.31
Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno/Jason Lowe/Maxine  Clark,2001,64,4.08
Giada's Family Dinners,Giada De Laurentiis/Victoria Pearson,2006,256,3.96
Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,2005,256,3.95
Everyday Pasta,Giada De Laurentiis/Victoria Pearson,2007,240,4.09
Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence/Petrina Tinslay,2006,256,4.09
Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,2003,304,4.06
Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,2004,287,3.92
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,2006,320,3.97
Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt/Stephen J. Dubner,2006,250,3.97
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,2006,496,3.97
The Last Assassin (John Rain  #5),Barry Eisler,2006,338,4.27
Life of Pi,Yann Martel,2004,401,3.91
L'Histoire de Pi,Yann Martel/Nicole Martel/Emile Martel,2005,448,3.91
Shadows and Wind: A View of Modern Vietnam,Robert Templer,1999,400,3.49
A Million Little Pieces,James Frey,2005,515,3.65
A Million Little Pieces of Feces,Python Bonkers,2006,256,3.56
A Million Little Lies,James Pinocchio/Pablo Fenjves,2006,191,3.41
The Leadership Challenge,James M. Kouzes/Barry Z. Posner,2003,458,4.05
Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,1993,193,4.14
Leadership in Organizations,Gary Yukl,2005,542,3.68
Leadership,Rudolph W. Giuliani,2002,397,3.72
Men Are from Mars  Women Are from Venus,John Gray,2012,368,3.55
Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,1998,368,3.62
Men Are from Mars  Women Are from Venus,John Gray,2007,2,3.55
How to Succeed with Women,Ron  Louis/David Copeland,1998,320,3.76
The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,2002,512,4.05
The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,1980,468,4.05
Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,2004,317,4.26
Juiced Official Strategy Guide,Doug Walsh,2005,112,0.0
The 48 Laws of Power,Robert Greene/Joost Elffers,2000,452,4.18
Gates of Fire,Steven Pressfield,2005,392,4.42
Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,1992,414,4.07
The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,2001,721,3.58
The Afghan Campaign,Steven Pressfield,2006,354,3.96
Tides of War,Steven Pressfield,2001,448,3.9
Last of the Amazons,Steven Pressfield,2003,400,3.76
The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,2003,168,4.0
Gita on the Green,Stephen J. Rosen/Steven Pressfield,2002,176,3.78
Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,2006,340,3.91
Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,1973,160,4.1
Phaedrus,Plato/Robin Waterfield,2003,128,3.92
Phaedrus,Plato/C.J. Rowe,2005,176,3.92
Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,1991,157,4.47
Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,2019,125,4.5
On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,2006,272,4.06
Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,1998,233,4.35
Statesman,Plato/C.J. Rowe,1999,128,3.85
Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,2004,208,3.95
The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,2003,716,3.99
The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,1954,622,3.99
The History (Great Minds),Herodotus/Henry Francis Cary,1992,613,3.99
The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,1998,772,3.99
The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,1970,653,3.99
The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,1992,464,3.99
The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,1997,816,3.99
The History,Herodotus/Peter Grene,1987,710,3.99
The Iliad,Homer/Robert Fagles/Bernard Knox,1999,683,3.86
Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,1997,574,3.86
The Iliad,Homer/Robert Fitzgerald/Andrew Ford,2004,588,3.86
The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,1999,1556,4.04
The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,2003,462,3.86
The Iliad,Homer/W.H.D. Rouse,1999,312,3.86
The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,2000,216,3.86
The Odyssey,Homer/Robert Fagles/Bernard Knox,2006,541,3.76
The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,1998,515,3.76
The Odyssey,Homer/Richmond Lattimore,1999,374,3.76
The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,2003,324,3.76
The Odyssey,Homer/W.H.D. Rouse,1999,304,3.76
Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,2001,161,4.35
Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,1999,607,4.22
City Eclogue,Ed Roberson,2006,136,4.13
The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,1999,180,3.8
Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,1997,272,3.94
The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,2002,1808,4.5
The Complete Works,William Shakespeare,1991,1248,4.5
Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,2005,289,4.02
The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,1994,137,4.44
The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,1995,272,3.64
The Valkyries,Paulo Coelho/Alan R. Clarke,1996,212,3.31
Warrior of the Light,Paulo Coelho,2004,142,3.7
The Zahir,Paulo Coelho/Margaret Jull Costa,2006,336,3.57
By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,2006,208,3.57
The Fifth Mountain,Paulo Coelho/Clifford E. Landers,2000,256,3.62
Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,2006,210,3.7
Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,2001,148,4.02
Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,2000,129,3.69
Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,2000,240,4.02
Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,2015,450,4.29
History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,1919,496,4.32
On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,1993,172,3.72
History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,1921,400,4.35
The Peloponnesian War,Thucydides/Steven Lattimore,1998,530,3.9
The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,1998,554,3.9
History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,1923,480,4.29
Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,1989,34,4.5
Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,1955,221,4.03
Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,1969,228,4.21
Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,1968,307,4.21
Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,2006,312,4.4
Ten Plays,Euripides/Moses Hadas/John Maclean,1990,432,4.17
Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,1992,255,4.0
Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,2002,264,4.31
Medea and Other Plays,Euripides/John Davie/Richard Rutherford,2003,206,4.03
Cyclops / Alcestis / Medea,Euripides/David Kovacs,1994,432,4.23
Medea,Euripides/Donald J. Mastronarde,2002,431,3.87
The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,2006,360,4.14
Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,2001,160,3.88
Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,2000,192,3.78
The Trojan Women and Hippolytus,Euripides,2002,64,3.63
The Bacchae of Euripides: A Communion Rite,Wole Soyinka,2004,128,3.86
Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,2001,282,4.1
Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,1995,528,4.26
Alcestis,Euripides/William Arrowsmith,1990,142,3.83
Suppliant Women / Electra / Heracles,Euripides/David Kovacs,1998,464,4.47
Medea,Euripides/Georgia Ann Machemer/Michael   Collier,2006,116,3.87
Euripides: Medea,William Allan,2002,160,4.04
CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,1965,69,4.2
Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,1999,528,4.03
Helen / Phoenician Women / Orestes,Euripides/David Kovacs,2002,605,4.07
Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,2006,144,4.03
The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,1992,672,4.43
Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,1969,171,4.02
Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,1992,188,4.1
The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,2004,304,4.02
The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,1984,335,4.02
Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,1998,224,4.02
Prometheus Bound and Other Plays,Aeschylus/Philip Vellacott,1961,160,4.1
The Oresteia,Aeschylus/Ted Hughes,2004,208,4.02
Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus/David R. Slavitt/Smith Palmer Bovie,1997,178,4.02
The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus/Richmond Lattimore/David Grene,1992,358,4.1
Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,2004,95,4.03
The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus/George Thomson/Richard Seaford,2004,127,4.02
Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus/David R. Slavitt/Smith Palmer Bovie,1998,232,4.1
The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus/E.D.A. Morshead,1996,151,4.02
The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus/E.D.A. Morshead,2004,208,4.1
Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson,1969,254,4.14
The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles/Paul Roche,1996,288,3.97
The Complete Plays,Sophocles/Paul Roche,2001,420,4.27
The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles/Robert Fitzgerald/Dudley Fitts,2002,259,3.97
The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles/Robert Fagles/Bernard Knox,2000,430,3.97
Theban Plays,Sophocles/Peter Meineck/Paul Woodruff,2003,304,3.97
The Theban Plays (Everyman's Library  #93),Sophocles/David Grene/Charles Segal,1994,223,3.97
Electra and Other Plays,Sophocles/E.F. Watling,1953,218,4.14
Antigone; Oedipus the Kingn; Electra,Sophocles/Edith Hall/H.D.F. Kitto,1998,178,3.94
Oedipus Rex  (The Theban Plays  #1),Sophocles/J.E. Thomas,2006,75,3.7
The Oedipus Plays of Sophocles,Sophocles/Paul Roche,1958,390,3.97
Oedipus Rex (Greek and Latin Classics),Sophocles/Roger D. Dawe,2006,214,3.7
Oedipus the King,Sophocles/Bernard Knox/Cynthia Brantley Johnson,2005,144,3.7
Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker,1984,624,4.06
Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes/Jeffrey Henderson,1996,256,3.94
The Complete Plays,Aristophanes/Moses Hadas,1984,577,4.21
Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes/David R. Slavitt,1998,336,3.83
Clouds/Wasps/Birds (Aristophanes 1),Aristophanes/Peter Meineck,1998,480,3.77
Lysistrata and Other Plays,Aristophanes/Alan H. Sommerstein,2003,241,3.95
Acharnians,Aristophanes/Jeffrey Henderson,2003,96,3.42
Clouds,Aristophanes/Kenneth James Dover,1969,254,3.75
Clouds/Wasps/Peace,Aristophanes/Jeffrey Henderson,1998,624,4.07
Three Plays: The Wasps / The Poet and the Women / The Frogs,Aristophanes/David B. Barrett,1964,224,3.94
Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,Aristophanes/Dudley Fitts,2003,400,4.03
Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),Aristophanes/Jeffrey Henderson,2002,608,4.21
Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,1983,80,2.8
Aristophanes and Athens: An Introduction to the Plays,Douglas M. MacDowell,1995,376,4.07
Lysistrata,Aristophanes/Douglass Parker,1970,98,3.85
Peace,Aristophanes/S. Douglas Olson,1999,408,3.6
Lysistrata,Aristophanes/Sarah Ruden,2003,132,3.85
The Knights / Peace / The Birds / The Assembly Women / Wealth,Aristophanes/Alan H. Sommerstein/David B. Barrett/David Brett,1978,335,3.69
Genres in Dialogue: Plato and the Construct of Philosophy,Andrea Wilson Nightingale,2000,238,4.33
The Curious Incident of the Dog in the Night-Time,Mark Haddon,2004,226,3.88
The Night Gardener,George Pelecanos,2006,372,3.64
Twelfth Night,William Shakespeare,2004,272,3.98
Brokeback Mountain,Annie Proulx,2005,55,3.94
Getting Things Done: The Art of Stress-Free Productivity,David    Allen,2002,267,3.99
Getting Things Done When You Are Not in Charge,Geoffrey M. Bellman,2001,176,3.46
Formas breves,Ricardo Piglia,2001,144,4.17
El último lector,Ricardo Piglia,2009,209,4.14
Money to Burn,Ricardo Piglia/Amanda Hopkinson,2004,209,3.76
Respiración artificial,Ricardo Piglia,2008,218,3.96
Plata quemada,Ricardo Piglia,2005,227,3.76
American Government: Continuity and Change  Alternate Edition,Karen  O'Connor/Larry J. Sabato,2005,664,2.83
Essentials of American and Texas Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,2005,854,3.5
El túnel,Ernesto Sabato,2003,159,4.05
The Confessions (Works of Saint Augustine 1),Augustine of Hippo/John E. Rotelle/Maria Boulding,2002,416,3.92
The City of God,Augustine of Hippo/Thomas Merton/Marcus Dods,2000,905,3.92
The Enchiridion on Faith Hope and Love (Augustine Series 1),Augustine of Hippo/Bruce Harbert/John E. Rotelle,1999,144,4.04
Augustine of Hippo: A Biography,Peter R.L. Brown,2000,576,4.27
On Christian Doctrine,Augustine of Hippo/D.W. Robertson Jr.,1958,191,4.03
Confessions  Books 1-13,Augustine of Hippo/Peter R.L. Brown/Frank Sheed,1993,296,3.92
Saint Augustine,Garry Wills,2005,176,3.55
Augustine: A Very Short Introduction,Henry Chadwick,2001,144,3.71
On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),Augustine of Hippo/Boniface Ramsey/Edmund Hill,2004,540,3.94
Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,2001,302,4.07
Confesiones de un chef,Anthony Bourdain,2003,478,4.07
The Metamorphoses of Ovid,Ovid/Allen Mandelbaum,1995,559,4.05
Metamorphoses,Ovid/David Raeburn/Denis Feeney,2004,723,4.05
Metamorphoses,Ovid/Bernard Knox/Charles    Martin,2003,624,4.05
Ovid's Metamorphoses: Books 1-5,Ovid/William Scovil Anderson,1998,584,4.27
Ovid’s Metamorphoses: Books 6-10,Ovid/William Scovil Anderson,1978,560,4.32
Latin Via Ovid: A First Course,Norma Goldman/Jacob E. Nyenhuis,1982,524,4.36
The Art of Love and Other Poems,Ovid/J.H. Mozley/G.P. Goold,1929,400,4.02
The Poems of Exile: Tristia and the Black Sea Letters,Ovid/Peter Green,2005,451,4.12
Metamorphoses: Volume 2  Books IX-XV,Ovid/Frank Justus Miller,1985,499,4.52
Metamorphoses: Volume I  Books I-VIII,Ovid/Frank Justus Miller,1977,496,4.42
Practice! Practice!: A Latin Via Ovid Workbook,Norma Goldman/Michael  Rossi,1995,152,4.08
Tibullus: A Commentary,Michael C.J. Putnam,1979,222,3.71
Dionysiac Poetics and Euripides' Bacchae,Charles Segal,1997,440,4.62
Antigone,Sophocles/Reginald Gibbons/Charles Segal,2007,197,3.64
Antigone,Sophocles/Reginald Gibbons/Charles Segal,2003,208,3.64
Object-Oriented Programming in C++,Richard Johnsonbaugh/Martin Kalin,1999,640,4.07
The Iliad,Homer/Robert Fitzgerald,1992,594,3.86
Love  Sex & Tragedy: How the Ancient World Shapes Our Lives,Simon Goldhill,2005,345,3.79
Reading Greek Tragedy,Simon Goldhill,1986,302,4.12
Who Needs Greek? Contests in the Cultural History of Hellenism,Simon Goldhill,2002,334,3.4
Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture),Simon Goldhill,1995,212,3.73
2012: The Return of Quetzalcoatl,Daniel Pinchbeck,2006,408,3.42
Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,Daniel Pinchbeck/Lee Fukui,2003,336,4.06
Them: Adventures with Extremists,Jon Ronson,2003,336,3.95
The Men Who Stare at Goats,Jon Ronson,2006,259,3.61
Guns  Germs and Steel: The Fates of Human Societies,Jared Diamond,2005,518,4.03
Caught Inside: A Surfer's Year on the California Coast,Daniel Duane,1997,256,3.87
Into the Wild,Jon Krakauer,1997,207,3.98
Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,2001,256,3.92
Wild Swans: Three Daughters of China,Jung Chang,2003,562,4.26
Wild Fire (John Corey  #4),Nelson DeMille,2006,519,4.01
Born to Be Wild,Catherine Coulter,2006,354,3.78
The Call of the Wild,Jack London/Avi,2001,172,3.86
Wild About Books,Judy Sierra/Marc Brown,2004,40,4.17
In Web Design for Libraries,Charles P. Rubenstein,2006,196,2.67
Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,2002,240,3.63
The History of Sexuality 1: An Introduction,Michel Foucault/Robert Hurley,1978,168,4.04
The History of Sexuality  Volume 1: The Will to Knowledge,Michel Foucault/Robert Hurley,1998,168,4.04
The History of Sexuality  Volume 2: The Use of Pleasure,Michel Foucault/Robert Hurley,1998,304,4.08
The Making of Pride and Prejudice,Sue Birtwistle/Sue Conklin/Susie Conklin,1995,128,4.45
Pride and Prejudice,Jane Austen,2004,333,4.26
Pride & Prejudice,Jane Austen/Vivien Jones,2005,392,4.26
Pride and Prejudice,Jane Austen/George Saintsbury/Hugh  Thomson,2005,476,4.26
Pride and Prejudice,Jane Austen/Carol Howard,2004,392,4.26
Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,2003,399,4.0
